"","election_year","cod_ibge"
"1213",2016,170625
"1214",2016,170650
"1215",2016,170700
"1216",2016,170710
"1217",2016,170720
"1218",2016,170755
"1219",2016,170765
"1220",2016,170825
"1221",2016,170830
"1222",2016,170930
"1223",2016,170980
"1224",2016,171090
"1225",2016,171195
"1226",2016,171240
"1227",2016,171245
"1228",2016,171330
"1229",2016,171370
"1230",2016,171380
"1231",2016,171420
"1232",2016,171488
"1233",2016,171510
"1234",2016,171525
"1235",2016,171630
"1236",2016,171820
"1237",2016,171889
"1238",2016,171890
"1239",2016,172000
"1240",2016,172025
"1241",2016,172030
"1242",2016,172049
"1243",2016,172065
"1244",2016,172085
"1245",2016,172110
"1246",2016,172125
"1247",2016,172130
"1248",2016,211090
"1249",2016,220100
"1250",2016,220140
"1251",2016,220530
"1252",2016,220740
"1253",2016,220779
"1254",2016,220810
"1255",2016,240165
"1256",2016,240185
"1257",2016,240220
"1258",2016,240550
"1259",2016,240615
"1260",2016,240725
"1261",2016,241030
"1262",2016,241050
"1263",2016,241080
"1264",2016,241450
"1265",2016,250210
"1266",2016,250330
"1267",2016,251065
"1268",2016,251335
"1269",2016,251410
"1270",2016,251560
"1271",2016,260005
"1272",2016,260345
"1273",2016,260590
"1274",2016,260630
"1275",2016,260760
"1276",2016,261540
"1277",2016,270780
"1278",2016,280070
"1279",2016,280190
"1280",2016,280250
"1281",2016,280380
"1282",2016,280430
"1283",2016,280550
"1284",2016,280560
"1285",2016,290170
"1286",2016,290210
"1287",2016,290590
"1288",2016,290840
"1289",2016,291330
"1290",2016,291780
"1291",2016,291845
"1292",2016,292270
"1293",2016,292620
"1294",2016,292790
"1295",2016,292970
"1296",2016,310190
"1297",2016,310230
"1298",2016,310445
"1299",2016,310550
"1300",2016,310680
"1301",2016,310740
"1302",2016,311030
"1303",2016,311160
"1304",2016,311200
"1305",2016,311220
"1306",2016,311240
"1307",2016,311250
"1308",2016,311265
"1309",2016,311290
"1310",2016,311360
"1311",2016,311420
"1312",2016,311455
"1313",2016,311460
"1314",2016,311550
"1315",2016,311615
"1316",2016,311640
"1317",2016,311770
"1318",2016,312060
"1319",2016,312120
"1320",2016,312210
"1321",2016,312250
"1322",2016,312310
"1323",2016,312490
"1324",2016,312500
"1325",2016,312520
"1326",2016,312530
"1327",2016,312550
"1328",2016,312660
"1329",2016,312710
"1330",2016,312738
"1331",2016,312840
"1332",2016,312940
"1333",2016,312960
"1334",2016,312970
"1335",2016,313030
"1336",2016,313180
"1337",2016,313290
"1338",2016,313320
"1339",2016,313430
"1340",2016,313450
"1341",2016,313460
"1342",2016,313580
"1343",2016,313680
"1344",2016,313710
"1345",2016,313750
"1346",2016,313753
"1347",2016,313850
"1348",2016,313860
"1349",2016,313862
"1350",2016,313925
"1351",2016,313980
"1352",2016,314015
"1353",2016,314080
"1354",2016,314100
"1355",2016,314190
"1356",2016,314220
"1357",2016,314345
"1358",2016,314480
"1359",2016,314675
"1360",2016,315020
"1361",2016,315030
"1362",2016,315270
"1363",2016,315280
"1364",2016,315300
"1365",2016,315330
"1366",2016,315470
"1367",2016,315610
"1368",2016,315620
"1369",2016,315733
