"","election_year","cod_ibge"
"883",2016,311550
"884",2016,311640
"885",2016,311770
"886",2016,312250
"887",2016,312520
"888",2016,312530
"889",2016,312550
"890",2016,312660
"891",2016,312738
"892",2016,312840
"893",2016,313180
"894",2016,313430
"895",2016,313680
"896",2016,313753
"897",2016,313862
"898",2016,313980
"899",2016,314015
"900",2016,314100
"901",2016,314190
"902",2016,314345
"903",2016,315020
"904",2016,315280
"905",2016,315300
"906",2016,315330
"907",2016,315733
"908",2016,315737
"909",2016,315790
"910",2016,316010
"911",2016,316220
"912",2016,316300
"913",2016,316400
"914",2016,316430
"915",2016,316490
"916",2016,316540
"917",2016,316570
"918",2016,316805
"919",2016,316980
"920",2016,317050
"921",2016,317080
"922",2016,317220
"923",2016,320115
"924",2016,320270
"925",2016,320440
"926",2016,330610
"927",2016,350055
"928",2016,350090
"929",2016,350110
"930",2016,350120
"931",2016,350310
"932",2016,350340
"933",2016,350380
"934",2016,350510
"935",2016,350530
"936",2016,350610
"937",2016,350630
"938",2016,350770
"939",2016,350830
"940",2016,350840
"941",2016,350980
"942",2016,351070
"943",2016,351240
"944",2016,351250
"945",2016,351260
"946",2016,351310
"947",2016,351470
"948",2016,351515
"949",2016,351518
"950",2016,351520
"951",2016,351590
"952",2016,351600
"953",2016,351630
"954",2016,351640
"955",2016,351660
"956",2016,351670
"957",2016,351685
"958",2016,351970
"959",2016,352030
"960",2016,352180
"961",2016,352220
"962",2016,352310
"963",2016,352400
"964",2016,352520
"965",2016,352620
"966",2016,352690
"967",2016,352820
"968",2016,352850
"969",2016,352860
"970",2016,352870
"971",2016,352900
"972",2016,352980
"973",2016,353240
"974",2016,353280
"975",2016,353460
"976",2016,353625
"977",2016,353660
"978",2016,353700
"979",2016,353850
"980",2016,353880
"981",2016,354025
"982",2016,354170
"983",2016,354220
"984",2016,354240
"985",2016,354260
"986",2016,354320
"987",2016,354490
"988",2016,354570
"989",2016,354810
"990",2016,354830
"991",2016,354910
"992",2016,355010
"993",2016,355080
"994",2016,355110
"995",2016,355465
"996",2016,355530
"997",2016,355715
"998",2016,410010
"999",2016,410040
"1000",2016,410045
"1001",2016,410080
"1002",2016,410130
"1003",2016,410190
"1004",2016,410230
"1005",2016,410260
"1006",2016,410337
"1007",2016,410340
"1008",2016,410347
"1009",2016,410350
"1010",2016,410395
"1011",2016,410405
"1012",2016,410420
"1013",2016,410425
"1014",2016,410430
"1015",2016,410442
"1016",2016,410465
"1017",2016,410510
"1018",2016,410520
"1019",2016,410560
"1020",2016,410570
"1021",2016,410620
"1022",2016,410650
"1023",2016,410670
"1024",2016,410740
"1025",2016,410753
"1026",2016,410755
"1027",2016,410770
"1028",2016,410775
"1029",2016,410832
"1030",2016,410840
"1031",2016,410845
"1032",2016,410870
"1033",2016,411000
"1034",2016,411007
"1035",2016,411010
"1036",2016,411020
"1037",2016,411060
"1038",2016,411120
"1039",2016,411130
"1040",2016,411140
"1041",2016,411160
"1042",2016,411170
"1043",2016,411295
"1044",2016,411373
"1045",2016,411375
"1046",2016,411400
"1047",2016,411470
"1048",2016,411530
"1049",2016,411573
"1050",2016,411585
"1051",2016,411620
"1052",2016,411680
"1053",2016,411725
"1054",2016,411770
"1055",2016,411790
"1056",2016,411810
"1057",2016,411830
"1058",2016,411860
"1059",2016,411870
"1060",2016,411885
"1061",2016,411930
"1062",2016,411950
"1063",2016,412015
"1064",2016,412030
"1065",2016,412100
"1066",2016,412220
"1067",2016,412270
"1068",2016,412390
"1069",2016,412510
"1070",2016,412535
"1071",2016,412570
"1072",2016,412670
"1073",2016,412750
"1074",2016,412788
"1075",2016,420120
"1076",2016,420165
"1077",2016,420205
"1078",2016,420243
"1079",2016,420757
"1080",2016,420800
"1081",2016,421030
"1082",2016,421070
"1083",2016,421490
"1084",2016,421840
"1085",2016,430003
"1086",2016,430410
"1087",2016,430430
"1088",2016,430517
"1089",2016,430558
"1090",2016,430590
"1091",2016,430595
"1092",2016,430620
"1093",2016,430650
"1094",2016,430740
"1095",2016,430965
"1096",2016,430990
"1097",2016,431046
"1098",2016,431370
"1099",2016,431477
"1100",2016,431580
"1101",2016,431620
"1102",2016,431645
"1103",2016,431915
"1104",2016,431935
"1105",2016,432080
"1106",2016,432285
"1107",2016,500080
"1108",2016,500100
"1109",2016,500150
"1110",2016,500190
"1111",2016,500380
"1112",2016,500450
"1113",2016,500490
"1114",2016,500640
"1115",2016,500740
"1116",2016,500780
"1117",2016,510040
"1118",2016,510285
"1119",2016,510330
"1120",2016,510622
"1121",2016,510670
"1122",2016,510706
"1123",2016,510885
"1124",2016,520010
"1125",2016,520082
"1126",2016,520150
"1127",2016,520360
"1128",2016,520390
"1129",2016,520455
"1130",2016,520470
"1131",2016,520500
"1132",2016,520580
"1133",2016,520725
"1134",2016,520740
"1135",2016,520753
"1136",2016,520890
"1137",2016,520929
"1138",2016,521305
"1139",2016,521440
"1140",2016,521470
"1141",2016,521525
"1142",2016,521740
"1143",2016,521805
"1144",2016,521810
"1145",2016,521940
"1146",2016,521950
"1147",2016,522005
"1148",2016,522028
"1149",2016,522108
"1150",2016,522119
"1151",2016,522150
"1152",2016,522200
