cod_ibge,funcionarios_2015,funcionarios_estatutarios_2015
2615409,1198,348
2615508,679,356
2615607,1456,776
2615706,455,403
2615805,1076,535
2615904,447,239
2616001,713,473
2616100,572,328
2616183,506,347
2616209,548,343
2616308,1356,878
2616407,3731,1734
2616506,944,476
2700102,1019,757
2700201,1188,0
2700300,7824,5079
2700409,2250,1544
2700508,825,665
2700607,606,184
2700706,902,620
2700805,533,452
2700904,509,239
2701001,1315,1018
2701100,731,451
2701209,558,275
2701308,1217,760
2701357,445,297
2701407,2106,1071
2701506,651,527
2701605,1327,562
2701704,1165,737
2701803,527,388
2701902,428,282
2702009,656,447
2702108,1133,624
2702207,327,217
2702306,3316,1406
2702355,1414,685
2702405,2375,1260
2702504,740,464
2702553,697,435
2702603,1710,937
2702702,493,258
2702801,663,539
2702900,2103,1016
2703007,726,617
2703106,1199,948
2703205,1050,788
2703304,1061,394
2703403,472,235
2703502,501,383
2703601,593,308
2703700,383,274
2703759,821,478
2703809,1257,452
2703908,406,251
2704005,1535,845
2704104,1126,680
2704203,1582,1065
2704302,13907,12577
2704401,1193,578
2704500,1621,854
2704609,586,311
2704708,2348,1651
2704807,653,612
2704906,376,259
2705002,975,602
2705101,1596,926
2705200,747,639
2705309,677,563
2705408,528,403
2705507,1407,716
2705606,773,525
2705705,1113,811
2705804,592,452
2705903,426,264
2706000,805,449
2706109,522,310
2706208,605,326
2706307,2762,1733
2706406,861,675
2706422,504,320
2706448,723,206
2706505,1073,717
2706604,575,421
2706703,2500,1624
2706802,805,569
2706901,2110,1654
2707008,237,204
2707107,1864,863
2707206,738,556
2707305,1346,508
2707404,665,427
2707503,794,646
2707602,539,460
2707701,2063,5
2707800,710,173
2707909,464,312
2708006,2166,1371
2708105,746,512
2708204,352,262
2708303,888,658
2708402,1755,1420
2708501,954,606
2708600,2075,1668
2708709,521,423
2708808,1924,1016
2708907,878,550
2708956,880,562
2709004,466,332
2709103,1090,728
2709152,2405,873
2709202,1541,765
2709301,2254,1702
2709400,1614,1157
2800100,223,164
2800209,1007,701
2800308,11027,7273
2800407,674,355
2800506,691,541
2800605,1365,520
2800670,850,535
2800704,422,118
2801009,731,416
2801108,321,220
2801207,1674,1251
2801306,1088,759
2801405,1013,881
2801504,1235,898
2801603,338,203
2801702,1131,466
2801900,255,159
2802007,483,310
2802106,2416,1360
2802205,348,260
2802304,599,439
2802403,555,408
2802502,350,226
2802601,401,288
2802700,489,328
2802809,865,627
2802908,2735,1772
2803005,1270,1071
2803104,242,203
2803203,1500,797
2803302,938,701
2803401,577,307
2803500,3644,2344
2803609,1558,1277
2803708,258,163
2803807,374,313
2803906,550,386
2804003,1050,658
2804102,400,191
2804201,435,380
2804300,390,262
2804409,792,611
2804458,346,266
2804508,1203,899
2804607,926,786
2804706,258,236
2804805,3789,2417
2804904,508,305
2805000,202,141
2805109,388,230
2805208,407,261
2805307,521,273
2805406,864,841
2805505,907,623
2805604,1181,1034
2805703,841,640
2805802,945,589
2805901,485,268
2806008,730,548
2806107,788,515
2806206,1156,747
2806305,837,513
2806404,402,240
2806503,451,306
2806602,495,292
2806701,1513,1166
2806800,461,265
2806909,304,172
2807006,336,209
2807105,1055,687
2807204,433,315
2807303,228,166
2807402,1271,1138
2807501,632,449
2807600,1182,632
2900108,535,253
2900207,963,576
2900306,552,423
2900355,605,447
2900405,725,659
2900504,414,202
2900603,392,274
2900702,2690,1874
2900801,1128,701
2900900,360,239
2901007,1350,676
2901106,959,751
2901155,809,461
2901205,1346,0
2901304,977,625
2901353,702,450
2901403,857,795
2901502,665,424
2901601,565,413
2901700,653,420
2901809,740,409
2901908,818,691
2901957,405,312
2902005,1085,363
2902054,1176,211
2902104,2201,1893
2902203,637,254
2902252,678,236
2902302,411,280
2902401,797,426
2902500,568,371
2902609,707,561
2902658,578,464
2902708,1517,1452
2902807,995,581
2902906,1145,620
2903003,602,300
2903102,474,251
2903201,4578,2733
2903235,653,533
2903276,834,458
2903300,428,340
2903409,1257,697
2903508,618,400
2903607,977,739
2903706,727,591
2903805,930,657
2903904,2571,2048
2903953,451,352
2904001,522,336
2904050,1037,492
2904100,981,659
2904209,887,278
2904308,865,435
2904407,540,462
2904506,435,314
2904605,2234,1202
2904704,860,0
2904753,1024,865
2904803,856,441
2904852,868,581
2904902,1293,581
2905008,762,561
2905107,632,434
2905156,673,167
2905206,2398,1058
2905305,764,492
2905404,1129,447
2905503,761,493
2905602,1034,943
2905701,7584,5771
2905800,943,846
2905909,1136,598
2906006,2074,1651
2906105,616,584
2906204,1107,936
2906303,1438,802
2906402,404,346
2906501,4488,2120
2906600,379,194
2906709,1106,835
2906808,1920,1113
2906824,894,187
2906857,666,509
2906873,1111,1006
2906899,756,127
2906907,1298,908
2907004,382,232
2907103,959,821
2907202,3142,1888
2907301,1236,625
2907400,365,214
2907509,1672,933
2907558,646,202
2907608,917,757
2907707,583,329
2907806,1385,953
2907905,844,562
2908002,980,886
2908101,1150,1010
2908200,876,530
2908309,784,268
2908408,1870,1439
2908507,1129,634
2908606,1122,965
2908705,878,699
2908804,293,210
2908903,780,739
2909000,524,400
2909109,642,542
2909208,959,662
2909307,1941,1653
2909406,779,594
2909505,425,333
2909604,969,807
2909703,543,411
2909802,2164,1396
2909901,1930,1074
2910008,768,575
2910057,2546,940
2910107,714,272
2910206,285,163
2910305,485,279
2910404,1244,834
2910503,1703,1208
2910602,1803,1231
2910701,1653,1450
2910727,4317,2171
2910750,885,598
2910776,378,230
2910800,11467,6696
2910859,808,645
2910909,378,250
2911006,445,315
2911105,1541,986
2911204,990,682
2911253,400,324
2911303,608,388
2911402,651,385
2911501,496,284
2911600,806,461
2911659,578,414
2911709,2173,1029
2911808,1265,852
2911857,665,512
2911907,1576,590
2912004,670,480
2912103,1102,562
2912202,789,430
2912301,981,724
2912400,635,490
2912509,797,442
2912608,254,120
2912707,1073,528
2912806,454,349
2912905,1081,788
2913002,547,372
2913101,742,532
2913200,1003,900
2913309,341,283
2913408,659,337
2913457,884,439
2913507,1252,825
2913606,4839,0
2913705,1538,1185
2913804,1004,442
2913903,1119,910
2914000,1841,1345
2914109,664,284
2914208,457,308
2914307,795,402
2914406,656,373
2914505,1260,833
2914604,1930,1331
2914653,1511,989
2914703,2532,1452
2914802,5889,0
2914901,1439,658
2915007,648,317
2915106,582,478
2915205,816,497
2915304,569,302
2915353,827,353
2915403,628,293
2915502,940,705
2915601,3109,1671
2915700,482,410
2915809,1102,0
2915908,446,307
2916005,970,590
2916104,1030,513
2916203,634,417
2916302,718,365
2916401,2781,17
2916500,1207,1005
2916609,534,486
2916708,450,355
2916807,1001,828
2916856,618,311
2916906,682,557
2917003,2121,1204
2917102,1251,600
2917201,885,805
2917300,1080,640
2917334,589,411
2917359,513,375
2917409,756,476
2917508,2368,1900
2917607,2015,1251
2917706,1402,937
2917805,857,586
2917904,530,363
2918001,3216,2223
2918100,1782,1296
2918209,560,325
2918308,749,423
2918357,946,813
2918407,6706,3120
2918456,658,275
2918506,715,420
2918555,453,336
2918605,464,330
2918704,359,196
2918753,703,489
2918803,992,540
2918902,326,211
2919009,219,157
2919058,576,407
2919108,472,311
2919157,1184,601
2919207,6898,2346
2919306,508,379
2919405,651,335
2919504,1448,870
2919553,2073,1301
2919603,382,262
2919702,990,936
2919801,1746,880
2919900,727,386
2919926,1526,849
2919959,454,212
2920007,489,390
2920106,709,447
2920205,1138,577
2920304,491,287
2920403,533,461
2920452,540,498
2920502,997,712
2920601,1831,1090
2920700,1182,636
2920809,551,444
2920908,788,531
2921005,1817,1200
2921054,656,522
2921104,1136,633
2921203,963,0
2921302,596,298
2921401,1018,717
2921450,369,298
2921500,2276,1643
2921609,411,229
2921708,1475,1050
2921807,548,408
2921906,575,523
2922003,2150,1883
2922052,718,507
2922102,720,545
2922201,367,224
2922250,422,282
2922300,1481,852
2922409,732,626
2922508,1207,731
2922607,922,439
2922656,844,363
2922706,644,526
2922730,464,351
2922755,416,259
2922805,555,409
2922854,515,0
2922904,1037,811
2923001,1623,1289
2923035,505,305
2923050,706,515
2923100,891,699
2923209,760,633
2923308,387,276
2923357,1063,592
2923407,804,658
2923506,369,276
2923605,771,174
2923704,1421,953
2923803,932,751
2923902,588,527
2924009,3787,1248
2924058,728,488
2924108,362,257
2924207,932,810
2924306,835,501
2924405,1769,1067
2924504,528,309
2924603,1207,828
2924652,519,430
2924678,539,454
2924702,579,424
2924801,634,447
2924900,451,258
2925006,1069,813
2925105,2047,1072
2925204,1410,894
2925253,861,758
2925303,6201,3372
2925402,834,576
2925501,1482,851
2925600,747,273
2925709,564,270
2925758,1231,715
2925808,1176,997
2925907,1363,863
2925931,553,431
2925956,954,761
2926004,2022,945
2926103,820,581
2926202,1059,986
2926301,1120,772
2926400,1500,843
2926509,931,513
2926608,2127,1362
2926657,565,511
2926707,409,327
2926806,724,692
2926905,635,439
2927002,2001,1155
2927101,604,356
2927200,1343,446
2927309,916,454
2927408,21481,18383
2927507,770,543
2927606,842,618
2927705,1434,851
2927804,397,333
2927903,412,312
2928000,1360,0
2928059,724,493
2928109,1809,1202
2928208,1096,895
2928307,402,318
2928406,1331,748
2928505,624,307
2928604,2531,1016
2928703,2615,1687
2928802,1690,1237
2928901,1941,942
2928950,410,308
2929008,831,539
2929057,645,472
2929107,1035,518
2929206,5368,1396
2929255,1024,642
2929305,863,815
2929354,495,294
2929370,566,459
2929404,648,335
2929503,1858,1063
2929602,1140,562
2929701,1038,692
2929750,844,250
2929800,631,0
2929909,1170,777
2930006,578,395
2930105,2044,1857
2930154,1637,1417
2930204,1952,1385
2930303,969,926
2930402,747,439
2930501,3026,2109
2930600,668,575
2930709,4456,1868
2930758,777,496
2930766,662,545
2930774,1343,557
2930808,674,498
2930907,698,336
2931004,938,398
2931053,710,469
2931103,341,157
2931202,1021,419
2931301,718,554
2931350,5172,3314
2931400,426,185
2931509,1117,746
2931608,839,701
2931707,689,418
2931806,729,554
2931905,2335,2123
2932002,1151,801
2932101,883,563
2932200,1394,672
2932309,1027,800
2932408,578,440
2932457,1070,644
2932507,955,763
2932606,547,374
2932705,1131,395
2932804,965,891
2932903,2557,1793
2933000,1507,322
2933059,799,395
2933109,452,302
2933158,579,504
2933174,423,275
2933208,1592,980
2933257,429,270
2933307,8190,6433
2933406,422,323
2933455,735,576
2933505,1389,878
2933604,2325,1458
3100104,342,263
3100203,855,498
3100302,582,476
3100401,242,183
3100500,417,189
3100609,457,351
3100708,177,0
3100807,387,296
3100906,692,298
3101003,527,334
3101102,1073,624
3101201,262,163
3101300,193,134
3101409,215,208
3101508,1243,779
3101607,2375,1364
3101631,245,156
3101706,1402,1034
3101805,403,219
3101904,592,381
3102001,588,253
3102050,303,252
3102100,463,285
3102209,280,16
3102308,520,398
3102407,394,260
3102506,239,147
3102605,1145,768
3102704,463,178
3102803,472,287
3102852,328,261
3102902,428,273
3103009,531,330
3103108,158,88
3103207,364,235
3103306,204,173
3103405,1145,488
3103504,2699,277
3103603,293,205
3103702,266,137
3103751,703,518
3103801,264,236
3103900,484,371
3104007,4081,2412
3104106,432,285
3104205,893,478
3104304,458,372
3104403,201,169
3104452,255,159
3104502,715,409
3104601,543,152
3104700,326,318
3104809,229,103
3104908,723,685
3105004,410,235
3105103,734,222
3105202,267,186
3105301,210,127
3105400,1158,847
3105509,344,338
3105608,2507,1228
3105707,249,183
3105905,953,411
3106002,391,0
3106101,250,127
3106200,42987,32013
3106309,1093,871
3106408,530,291
3106507,431,212
3106606,277,193
3106655,335,156
3106705,13909,11365
3106804,236,162
3106903,719,230
3107000,212,105
3107109,1441,874
3107208,320,65
3107307,1722,903
3107406,1450,822
3107505,408,374
3107604,302,216
3107703,284,177
3107802,430,296
3107901,393,280
3108008,571,432
3108107,229,177
3108206,314,235
3108255,431,225
3108305,622,451
3108404,515,455
3108503,288,200
3108552,442,284
3108602,1240,881
3108701,240,218
3108800,257,166
3108909,459,365
3109006,2702,1483
3109105,352,233
3109204,406,227
3109253,260,160
3109303,1220,690
3109402,1036,554
3109451,469,369
3109501,522,327
3109600,267,110
3109709,419,170
3109808,526,416
3109907,398,252
3110004,1195,18
3110103,354,249
3110202,250,202
3110301,365,260
3110400,209,192
3110509,975,574
3110608,884,875
3110707,461,343
3110806,384,205
3110905,518,299
3111002,748,531
3111101,650,1
3111150,270,210
3111200,1457,476
3111309,496,403
3111408,459,298
3111507,960,646
3111606,968,876
3111705,231,148
3111804,619,324
3111903,278,254
3112000,531,363
3112059,322,280
3112109,277,196
3112208,273,264
3112307,1145,755
3112406,241,161
3112505,395,198
3112604,695,440
3112653,402,293
3112703,800,381
3112802,509,4
3112901,443,222
3113008,733,367
3113107,242,112
3113206,949,666
3113305,1066,539
3113404,2574,1552
3113503,463,179
3113602,305,188
3113701,734,399
3113800,234,175
3113909,464,411
3114006,391,197
3114105,412,288
3114204,768,299
3114303,1204,980
3114402,616,394
3114501,512,284
3114550,631,0
3114600,228,203
3114709,231,170
3114808,208,206
3114907,212,170
3115003,310,110
3115102,496,0
3115201,214,169
3115300,2151,0
3115359,465,408
3115409,227,56
3115458,347,189
3115474,306,203
3115508,922,747
3115607,162,76
3115706,365,123
3115805,432,233
3115904,195,97
3116001,275,204
3116100,679,299
3116159,504,254
3116209,243,0
3116308,238,113
3116407,225,147
3116506,321,229
3116605,849,390
3116704,280,161
3116803,307,223
3116902,237,145
3117009,399,297
3117108,383,230
3117207,218,196
3117306,967,648
3117405,245,0
3117504,759,425
3117603,354,199
3117702,486,374
3117801,424,108
3117836,366,330
3117876,597,247
3117900,478,430
3118007,2955,2075
3118106,247,160
3118205,391,226
3118304,3053,1844
3118403,752,456
3118502,144,104
3118601,8490,6362
3118700,377,309
3118809,978,278
3118908,250,167
3119005,251,133
3119104,766,573
3119203,546,313
3119302,1132,608
3119401,2444,1453
3119500,464,346
3119609,138,114
3119708,156,124
3119807,250,153
3119906,174,6
3119955,351,253
3120003,272,221
3120102,259,206
3120151,313,223
3120201,602,494
3120300,332,196
3120409,326,211
3120508,365,239
3120607,292,219
3120706,278,182
3120805,533,411
3120839,290,142
3120870,344,208
3120904,2012,1100
3121001,345,277
3121100,280,197
3121209,519,0
3121258,472,258
3121308,257,207
3121407,245,236
3121506,239,139
3121605,1595,1030
3121704,265,88
3121803,279,217
3121902,411,261
3122009,576,233
3122108,339,192
3122207,310,177
3122306,4874,3825
3122355,438,270
3122405,303,232
3122454,309,231
3122470,201,124
3122504,316,230
3122603,303,220
3122702,228,176
3122801,207,153
3122900,388,297
3123007,349,160
3123106,346,179
3123205,614,375
3123304,473,372
3123403,134,105
3123502,246,191
3123528,287,155
3123601,813,354
3123700,505,246
3123809,419,212
3123858,281,196
3123908,410,275
3124005,833,733
3124104,1726,1090
3124203,824,565
3124302,880,576
3124401,251,239
3124500,312,0
3124609,239,182
3124708,259,175
3124807,339,201
3124906,541,251
3125002,225,125
3125101,1467,483
3125200,163,118
3125309,233,173
3125408,227,148
3125507,325,260
3125606,375,270
3125705,591,335
3125804,247,172
3125903,422,255
3125952,414,179
3126000,322,203
3126109,2114,1380
3126208,399,222
3126307,271,224
3126406,224,88
3126505,377,143
3126604,387,180
3126703,1090,699
3126752,305,155
3126802,347,324
3126901,333,102
3126950,248,137
3127008,861,475
3127057,331,175
3127073,336,266
3127107,1637,1174
3127206,312,140
3127305,414,81
3127339,398,289
3127354,276,159
3127370,241,172
3127388,187,131
3127404,180,149
3127503,303,117
3127602,460,239
3127701,9069,4683
3127800,874,610
3127909,322,178
3128006,1084,586
3128105,673,471
3128204,400,244
3128253,322,194
3128303,520,417
3128402,441,193
3128501,256,230
3128600,584,428
3128709,1159,812
3128808,250,142
3128907,379,353
3129004,315,295
3129103,296,216
3129202,227,127
3129301,416,130
3129400,296,152
3129509,889,389
3129608,338,37
3129657,412,257
3129707,432,284
3129806,5051,2923
3129905,189,158
3130002,226,186
3130051,419,175
3130101,1273,1129
3130200,385,287
3130309,330,280
3130408,400,257
3130507,531,390
3130556,345,185
3130606,264,175
3130655,378,258
3130705,459,366
3130804,253,145
3130903,862,523
3131000,392,220
3131109,360,184
3131158,629,386
3131208,661,336
3131307,6135,4380
3131406,358,189
3131505,358,272
3131604,423,363
3131703,3344,2224
3131802,431,190
3131901,2481,889
3132008,258,124
3132107,1057,725
3132206,394,240
3132305,511,376
3132404,1862,1480
3132503,1119,839
3132602,286,217
3132701,937,884
3132800,181,9
3132909,450,314
3133006,595,320
3133105,643,545
3133204,564,309
3133303,718,326
3133402,638,346
3133501,510,0
3133600,354,249
3133709,512,228
3133758,743,466
3133808,2284,1301
3133907,281,111
3134004,451,308
3134103,319,243
3134202,2407,1218
3134301,274,250
3134400,1334,423
3134509,277,247
3134608,634,422
3134707,511,301
3134806,277,196
3134905,947,880
3135001,277,175
3135050,1291,606
3135076,352,259
3135100,2608,1328
3135209,1735,1208
3135308,247,164
3135357,413,168
3135407,412,195
3135456,347,210
3135506,511,280
3135605,365,201
3135704,306,150
3135803,762,487
3135902,230,193
3136009,627,429
3136108,282,167
3136207,1979,16
3136306,2115,1662
3136405,268,155
3136504,429,308
3136520,253,153
3136553,304,228
3136579,297,210
3136603,272,173
3136652,1277,795
3136702,10722,5941
3136801,295,162
3136900,383,321
3136959,297,200
3137007,680,466
3137106,303,119
3137205,1256,0
3137304,343,146
3137403,536,339
3137502,691,372
3137536,409,264
3137601,3006,2754
3137700,812,486
3137809,723,346
3137908,249,104
3138005,262,226
3138104,508,253
3138203,3153,1733
3138302,159,104
3138351,305,142
3138401,1203,1126
3138500,215,150
3138609,716,354
3138625,432,347
3138658,473,425
3138674,301,178
3138682,307,129
3138708,281,224
3138807,708,601
3138906,346,216
3139003,905,667
3139102,230,171
3139201,951,658
3139250,356,115
3139300,1031,606
3139409,2680,1673
3139508,957,527
3139607,1081,681
3139706,350,244
3139805,445,210
3139904,507,282
3140001,3569,2155
3140100,354,169
3140159,632,254
3140209,245,60
3140308,336,192
3140407,170,150
3140506,584,239
3140530,356,169
3140555,367,206
3140605,219,125
3140704,1041,554
3140803,594,0
3140852,680,392
3140902,675,20
3141009,474,278
3141108,1196,743
3141207,287,208
3141306,283,197
3141405,764,372
3141504,318,222
3141603,415,175
3141702,404,292
3141801,1176,608
3141900,150,147
3142007,619,367
3142106,524,244
3142205,551,407
3142254,334,141
3142304,230,87
3142403,343,191
3142502,206,176
3142601,269,209
3142700,734,392
3142809,943,587
3142908,865,547
3143005,365,245
3143104,1318,1200
3143153,213,148
3143203,790,318
3143302,11956,5136
3143401,916,544
3143450,485,208
3143500,730,473
3143609,312,135
3143708,221,165
3143807,261,167
3143906,2613,2235
3144003,933,492
3144102,633,525
3144201,237,230
3144300,1275,974
3144359,372,130
3144375,239,216
3144409,253,160
3144508,365,263
3144607,651,525
3144656,474,349
3144672,274,110
3144706,417,388
3144805,4384,1
3144904,270,193
3145000,564,428
3145059,634,151
3145109,524,324
3145208,2331,1069
3145307,848,425
3145356,456,401
3145372,281,140
3145406,221,135
3145455,333,230
3145505,202,141
3145604,1270,754
3145703,207,156
3145802,213,87
3145851,280,136
3145877,385,242
3145901,1714,1214
3146008,746,544
3146107,2817,2144
3146206,249,182
3146255,333,240
3146305,852,429
3146404,283,234
3146503,440,253
3146552,426,203
3146602,171,110
3146701,299,238
3146750,349,239
3146909,538,440
3147006,2697,2000
3147105,3072,1480
3147204,637,444
3147303,699,640
3147402,871,752
3147501,172,86
3147600,474,277
3147709,335,203
3147808,206,159
3147907,2540,1350
3147956,366,147
3148004,3699,2005
3148103,2532,1942
3148202,281,152
3148301,352,159
3148400,310,202
3148509,282,254
3148608,608,485
3148707,1159,603
3148756,354,194
3148806,287,157
3148905,233,156
3149002,214,65
3149101,378,276
3149150,449,238
3149200,374,236
3149309,2406,1488
3149408,193,94
3149507,254,138
3149606,294,150
3149705,437,278
3149804,910,413
3149903,636,525
3149952,639,154
3150000,262,158
3150109,190,180
3150158,296,176
3150208,261,156
3150307,210,178
3150406,238,190
3150505,564,362
3150539,325,255
3150570,360,258
3150604,295,160
3150703,293,140
3150802,543,330
3150901,195,152
3151008,312,234
3151107,452,224
3151206,2164,1252
3151305,421,225
3151404,631,368
3151503,1377,711
3151602,510,392
3151701,481,260
3151800,6236,0
3151909,285,146
3152006,1283,1056
3152105,2193,1420
3152131,298,256
3152170,568,280
3152204,1181,585
3152303,230,191
3152402,675,425
3152501,4453,4280
3152600,263,174
3152709,341,215
3152808,906,544
3152907,326,131
3153004,218,164
3153103,314,305
3153202,249,83
3153301,291,158
3153400,740,688
3153509,281,212
3153608,466,237
3153707,301,164
3153806,160,83
3153905,514,265
3154002,647,556
3154101,444,321
3154150,325,308
3154200,432,371
3154309,784,556
3154408,313,165
3154457,296,220
3154507,449,256
3154606,5605,3377
3154705,234,157
3154804,673,384
3154903,701,500
3155009,215,176
3155108,315,211
3155207,168,145
3155306,228,139
3155405,364,250
3155504,858,759
3155603,1101,815
3155702,558,445
3155801,428,157
3155900,364,201
3156007,519,355
3156106,216,198
3156205,212,119
3156304,315,169
3156403,233,139
3156452,229,229
3156502,342,198
3156601,441,312
3156700,3906,2504
3156809,454,331
3156908,1238,5
3157005,1644,966
3157104,432,183
3157203,1269,560
3157252,338,200
3157278,341,111
3157302,260,250
3157336,277,137
3157377,331,136
3157401,250,112
3157500,316,183
3157609,313,67
3157658,293,217
3157708,621,333
3157807,2579,1117
3157906,684,360
3158003,387,255
3158102,288,188
3158201,521,228
3158300,352,215
3158409,299,187
3158508,367,133
3158607,266,183
3158706,224,152
3158805,229,222
3158904,360,237
3158953,880,625
3159001,245,132
3159100,250,143
3159209,301,0
3159308,349,10
3159357,359,279
3159407,219,120
3159506,341,201
3159605,1199,840
3159704,291,205
3159803,1369,608
3159902,611,376
3160009,239,151
3160108,288,188
3160207,238,135
3160306,479,278
3160405,927,498
3160454,350,140
3160504,190,144
3160603,252,187
3160702,1283,333
3160801,201,136
3160900,316,130
3160959,295,239
3161007,443,230
3161056,319,218
3161106,1922,972
3161205,286,139
3161304,374,245
3161403,251,116
3161502,309,169
3161601,276,158
3161650,275,119
3161700,452,248
3161809,535,515
3161908,1537,943
3162005,720,475
3162104,967,533
3162203,416,285
3162252,316,99
3162302,177,112
3162401,1345,366
3162450,500,284
3162500,2240,1413
3162559,479,306
3162575,325,207
3162609,312,203
3162658,332,198
3162708,878,610
3162807,604,285
3162906,940,0
3162922,1202,742
3162948,312,242
3162955,1048,374
3163003,315,186
3163102,282,211
3163201,173,115
3163300,296,170
3163409,287,214
3163508,358,231
3163607,229,134
3163706,1334,0
3163805,319,143
3163904,227,157
3164001,297,193
3164100,325,204
3164209,479,289
3164308,370,201
3164407,247,124
3164431,307,219
3164472,352,163
3164506,428,166
3164605,363,138
3164704,2080,1033
3164803,211,125
3164902,200,152
3165008,445,22
3165107,338,280
3165206,120,24
3165305,336,177
3165404,295,264
3165503,376,58
3165537,1708,846
3165552,440,112
3165560,223,173
3165578,252,67
3165602,201,201
3165701,340,188
3165800,170,115
3165909,261,202
3166006,274,208
3166105,259,128
3166204,312,160
3166303,325,233
3166402,170,153
3166501,276,70
3166600,213,95
3166709,328,212
3166808,486,396
3166907,337,188
3166956,331,119
3167004,145,104
3167103,647,327
3167202,7189,3459
3167301,171,165
3167400,334,268
3167509,204,125
3167608,615,368
3167707,347,252
3167806,241,145
3167905,187,89
3168002,1218,641
3168051,297,72
3168101,469,260
3168200,208,134
3168309,288,190
3168408,582,312
3168507,718,532
3168606,4020,1646
3168705,1966,1287
3168804,556,425
3168903,473,331
3169000,565,363
3169059,201,139
3169109,462,340
3169208,580,306
3169307,2430,1185
3169356,1358,1008
3169406,1666,1122
3169505,285,131
3169604,935,502
3169703,843,458
3169802,245,152
3169901,1553,1266
3170008,550,419
3170057,451,307
3170107,8687,4653
3170206,15170,12180
3170305,258,232
3170404,2426,1608
3170438,297,0
3170479,290,164
3170503,392,240
3170529,615,473
3170578,233,159
3170602,207,144
3170651,335,270
3170701,3112,2439
3170750,314,227
3170800,1402,898
3170909,697,505
3171006,966,522
3171030,529,8
3171071,333,194
3171105,221,0
3171154,233,146
3171204,4087,1288
3171303,1693,1095
3171402,268,184
3171501,358,213
3171600,476,272
3171709,329,219
3171808,388,183
3171907,267,189
3172004,1353,907
3172103,371,254
3172202,126,99
3200102,1295,826
3200136,543,230
3200169,528,331
3200201,1017,720
3200300,839,458
3200359,515,0
3200409,3660,1663
3200508,450,0
3200607,4800,2439
3200706,672,393
3200805,1594,850
3200904,1687,829
3201001,702,440
3201100,537,341
3201159,575,418
3201209,6915,2983
3201308,7098,3204
3201407,1741,1027
3201506,4092,832
3201605,1607,842
3201704,565,244
3201803,265,153
3201902,1591,733
3202009,377,214
3202108,1050,520
3202207,1149,234
3202256,486,333
3202306,1362,750
3202405,3987,2883
3202454,1024,741
3202504,573,224
3202553,504,258
3202603,626,327
3202652,625,415
3202702,633,420
3202801,3371,1145
3202900,472,245
3203007,996,767
3203056,1672,532
3203106,544,363
3203130,616,192
3203163,595,248
3203205,7600,5548
3203304,659,235
3203320,2234,1730
3203346,945,408
3203353,631,80
3203403,1079,623
3203502,967,306
3203601,487,236
3203700,781,540
3203809,675,0
3203908,2072,833
3204005,807,635
3204054,1039,567
3204104,1135,3
3204203,1109,682
3204252,526,388
3204302,1494,632
3204351,852,440
3204401,502,383
3204500,514,413
3204559,1476,796
3204609,1145,483
3204658,499,183
3204708,1121,560
3204807,586,371
3204906,4132,2532
3204955,513,208
3205002,11123,6663
3205010,1148,760
3205036,917,547
3205069,973,429
3205101,2542,1109
3205150,480,420
3205176,657,390
3205200,8968,5335
3205309,14363,10007
3300100,5332,4324
3300159,672,513
3300209,7536,2169
3300225,926,664
3300233,3311,1914
3300258,2953,807
3300308,2799,2333
3300407,5120,3805
3300456,10348,5828
3300506,973,796
3300605,1440,33
3300704,14539,4940
3300803,2823,1154
3300902,992,616
3300936,1495,1077
3300951,827,586
3301009,13148,10444
3301108,1103,910
3301157,1025,759
3301207,1174,864
3301306,2502,1892
3301405,1408,1189
3301504,872,726
3301603,798,642
3301702,14414,10496
3301801,1227,9
3301850,2914,1048
3301876,1926,1013
3301900,6522,4595
3302007,8642,5629
3302056,1020,621
3302106,1242,728
3302205,2406,855
3302254,2085,1534
3302270,2834,1609
3302304,757,549
3302403,15538,13455
3302452,703,463
3302502,8453,4279
3302601,4552,1967
3302700,6029,2707
3302809,713,575
3302858,2755,2229
3302908,1341,975
3303005,1359,1054
3303104,1060,741
3303203,3848,2008
3303302,3643,2093
3303401,6495,150
3303500,22423,8707
3303609,1853,991
3303708,2111,1212
3303807,1891,1339
3303856,1204,892
3303906,8021,7180
3303955,1543,1119
3304003,2253,1816
3304102,1001,773
3304110,1445,852
3304128,1140,576
3304144,3518,2283
3304151,2231,0
3304201,5173,4039
3304300,4130,2188
3304409,1217,937
3304508,834,682
3304524,7111,4385
3304557,94954,88850
3304607,915,856
3304706,2067,1302
3304755,3175,1601
3304805,1973,1219
3304904,12511,7230
3305000,4097,2231
3305109,6483,3865
3305133,635,480
3305158,990,881
3305208,4106,1896
3305307,804,676
3305406,906,570
3305505,3748,1623
3305554,3405,1859
3305604,2201,1199
3305703,813,675
3305752,1627,920
3305802,4518,3559
3305901,1107,918
3306008,3128,2503
3306107,3160,2474
3306156,749,579
3306206,2131,1719
3306305,5652,3121
3500105,1183,53
3500204,315,0
3500303,785,0
3500402,312,272
3500501,858,0
3500550,427,282
3500600,347,235
3500709,1608,1340
3500758,310,212
3500808,235,0
3500907,218,149
3501004,768,591
3501103,242,0
3501152,782,0
3501202,325,0
3501301,823,0
3501400,236,168
3501509,195,0
3501608,5582,3051
3501707,1251,0
3501806,357,310
3501905,1966,5
3502002,320,0
3502101,1586,0
3502200,904,0
3502309,363,0
