cod_ibge,enrolment_pvt_ef1_2008,enrolment_pvt_2008,enrolment_mun_ef1_2008,enrolment_total_ef1_2008,ratio_enrolment_pvt_mun_2008,share_enrolment_pvt_2008,share_enrolment_mun_2008
500769,420.0,953.0,2011.0,3720.0,0.20885131775236201,0.11290322580645161,0.5405913978494624
500770,103.0,124.0,590.0,2296.0,0.17457627118644067,0.04486062717770035,0.2569686411149826
500780,0.0,0.0,645.0,1108.0,0.0,0.0,0.5821299638989169
500790,346.0,474.0,6279.0,7696.0,0.05510431597388119,0.04495841995841996,0.8158783783783784
500793,117.0,206.0,1962.0,2723.0,0.05963302752293578,0.04296731546088873,0.7205288284979802
500795,0.0,0.0,1606.0,2174.0,0.0,0.0,0.7387304507819688
500797,34.0,41.0,373.0,682.0,0.09115281501340483,0.04985337243401759,0.5469208211143695
500800,35.0,48.0,1749.0,2855.0,0.020011435105774727,0.012259194395796848,0.6126094570928197
500830,1575.0,4048.0,7460.0,15814.0,0.2111260053619303,0.09959529530795498,0.4717339066649804
500840,0.0,0.0,215.0,961.0,0.0,0.0,0.22372528616024975
510010,0.0,0.0,288.0,1076.0,0.0,0.0,0.26765799256505574
510020,472.0,1249.0,1775.0,3414.0,0.26591549295774647,0.13825424721734036,0.5199179847685999
510025,792.0,1326.0,2378.0,9181.0,0.3330529857022708,0.08626511273281777,0.25901317939222307
510030,215.0,375.0,1133.0,2537.0,0.18976169461606354,0.0847457627118644,0.4465904611746157
510035,0.0,0.0,718.0,1064.0,0.0,0.0,0.674812030075188
510040,0.0,0.0,465.0,1584.0,0.0,0.0,0.2935606060606061
510050,0.0,0.0,415.0,1343.0,0.0,0.0,0.3090096798212956
510060,80.0,99.0,797.0,1453.0,0.10037641154328733,0.05505849965588438,0.5485203028217481
510080,18.0,18.0,1035.0,1716.0,0.017391304347826087,0.01048951048951049,0.6031468531468531
510100,0.0,0.0,279.0,601.0,0.0,0.0,0.46422628951747086
510120,0.0,0.0,115.0,199.0,0.0,0.0,0.5778894472361809
510125,174.0,312.0,1018.0,2654.0,0.17092337917485265,0.06556141672946496,0.3835719668425019
510130,121.0,151.0,445.0,1604.0,0.27191011235955054,0.07543640897755612,0.27743142144638405
510140,203.0,314.0,2735.0,4296.0,0.07422303473491773,0.047253258845437615,0.6366387337057728
510160,0.0,0.0,210.0,1153.0,0.0,0.0,0.1821335646140503
510170,252.0,439.0,1842.0,6131.0,0.13680781758957655,0.04110259337791551,0.3004403849290491
510180,1266.0,2122.0,3894.0,9686.0,0.325115562403698,0.13070410902333265,0.40202353912863925
510185,0.0,0.0,592.0,1134.0,0.0,0.0,0.5220458553791887
510190,182.0,193.0,2043.0,2768.0,0.08908467939304944,0.0657514450867052,0.7380780346820809
510250,1373.0,2163.0,8215.0,16112.0,0.16713329275715155,0.08521598808341609,0.5098684210526315
510260,0.0,0.0,2373.0,3146.0,0.0,0.0,0.7542911633820725
510263,235.0,555.0,3669.0,4890.0,0.06405014990460615,0.04805725971370143,0.7503067484662577
510267,472.0,832.0,3797.0,5394.0,0.12430866473531736,0.0875046347793845,0.7039302929180571
510268,0.0,0.0,722.0,925.0,0.0,0.0,0.7805405405405406
510269,0.0,0.0,763.0,1065.0,0.0,0.0,0.7164319248826291
510270,303.0,525.0,1840.0,3705.0,0.16467391304347825,0.08178137651821862,0.4966261808367072
510279,16.0,35.0,1446.0,2246.0,0.011065006915629323,0.007123775601068566,0.6438112199465716
510285,0.0,0.0,564.0,1478.0,0.0,0.0,0.38159675236806495
510300,139.0,281.0,2204.0,3700.0,0.06306715063520871,0.037567567567567565,0.5956756756756757
510305,125.0,206.0,1402.0,2220.0,0.0891583452211127,0.05630630630630631,0.6315315315315315
510310,0.0,0.0,688.0,1196.0,0.0,0.0,0.5752508361204013
510320,259.0,498.0,2297.0,4898.0,0.11275576839355682,0.05287872601061658,0.4689669252756227
510325,17.0,31.0,4354.0,5787.0,0.0039044556729444188,0.0029376188007603247,0.7523760152064973
510330,115.0,198.0,2677.0,3498.0,0.042958535674262235,0.032875929102344194,0.7652944539736992
510335,62.0,109.0,2925.0,4367.0,0.0211965811965812,0.014197389512250974,0.6697961987634532
510336,0.0,0.0,426.0,624.0,0.0,0.0,0.6826923076923077
510337,0.0,0.0,1934.0,2969.0,0.0,0.0,0.6513977770293028
510340,15020.0,28459.0,31911.0,82386.0,0.470684090125662,0.18231252882771345,0.38733522685893235
510343,0.0,0.0,465.0,970.0,0.0,0.0,0.4793814432989691
510345,0.0,131.0,717.0,1641.0,0.0,0.0,0.4369287020109689
510350,209.0,378.0,1936.0,3652.0,0.10795454545454546,0.0572289156626506,0.5301204819277109
510360,30.0,88.0,459.0,1441.0,0.06535947712418301,0.020818875780707843,0.31852879944483
510370,36.0,70.0,1711.0,2426.0,0.02104032729398013,0.01483924154987634,0.7052761747732894
510380,0.0,0.0,104.0,714.0,0.0,0.0,0.14565826330532214
510385,0.0,0.0,533.0,1405.0,0.0,0.0,0.37935943060498223
510390,77.0,118.0,239.0,1331.0,0.32217573221757323,0.05785123966942149,0.17956423741547708
510395,0.0,0.0,255.0,568.0,0.0,0.0,0.448943661971831
510410,306.0,511.0,3671.0,6188.0,0.08335603377826205,0.04945054945054945,0.5932449903038138
510420,37.0,37.0,476.0,2051.0,0.07773109243697479,0.01803998049731838,0.23208191126279865
510450,0.0,0.0,408.0,408.0,0.0,0.0,1.0
510452,0.0,0.0,455.0,872.0,0.0,0.0,0.5217889908256881
510454,0.0,0.0,963.0,1191.0,0.0,0.0,0.8085642317380353
510455,0.0,29.0,814.0,1035.0,0.0,0.0,0.7864734299516908
510460,0.0,0.0,1551.0,2224.0,0.0,0.0,0.6973920863309353
510480,306.0,601.0,1407.0,4672.0,0.21748400852878466,0.06549657534246575,0.3011558219178082
510490,0.0,0.0,287.0,1639.0,0.0,0.0,0.17510677242220865
510500,30.0,35.0,715.0,2117.0,0.04195804195804196,0.014170996693434105,0.3377420878601795
510510,515.0,775.0,1697.0,6156.0,0.30347672362993516,0.0836582196231319,0.2756660168940871
510515,597.0,866.0,2105.0,7354.0,0.2836104513064133,0.0811803100353549,0.28623878161544736
510517,0.0,0.0,1179.0,1691.0,0.0,0.0,0.6972205795387345
510520,21.0,35.0,370.0,2023.0,0.05675675675675676,0.010380622837370242,0.1828966880869995
510523,0.0,0.0,497.0,1101.0,0.0,0.0,0.4514078110808356
510525,663.0,1210.0,4500.0,6340.0,0.14733333333333334,0.10457413249211356,0.7097791798107256
510530,0.0,0.0,52.0,499.0,0.0,0.0,0.10420841683366733
510550,0.0,0.0,2349.0,3126.0,0.0,0.0,0.7514395393474088
510558,172.0,277.0,1498.0,3235.0,0.11481975967957277,0.05316846986089645,0.4630602782071097
510560,98.0,169.0,1209.0,2748.0,0.08105872622001654,0.03566229985443959,0.43995633187772926
510562,269.0,413.0,970.0,4142.0,0.277319587628866,0.06494447126991791,0.23418638338966682
510590,213.0,329.0,1280.0,2900.0,0.16640625,0.07344827586206897,0.4413793103448276
510600,19.0,52.0,352.0,1213.0,0.05397727272727273,0.015663643858202802,0.2901896125309151
510610,33.0,57.0,1401.0,2431.0,0.023554603854389723,0.013574660633484163,0.5763060468942822
510615,0.0,2.0,2020.0,2599.0,0.0,0.0,0.7772220084647942
510617,0.0,0.0,680.0,740.0,0.0,0.0,0.918918918918919
510618,0.0,0.0,1085.0,1085.0,0.0,0.0,1.0
510619,0.0,0.0,520.0,667.0,0.0,0.0,0.7796101949025487
510620,15.0,15.0,238.0,993.0,0.06302521008403361,0.015105740181268883,0.23967774420946628
510621,7.0,30.0,1597.0,2147.0,0.004383218534752661,0.0032603632976245926,0.743828598043782
510622,407.0,779.0,3082.0,4503.0,0.13205710577547047,0.09038418831889851,0.6844326004885631
510623,88.0,108.0,2176.0,4218.0,0.04044117647058824,0.020862968231389285,0.5158843053579896
510624,0.0,0.0,1667.0,1667.0,0.0,0.0,1.0
510625,522.0,731.0,1089.0,3241.0,0.4793388429752066,0.16106140080222153,0.336007405121876
510626,0.0,0.0,1295.0,1560.0,0.0,0.0,0.8301282051282052
510627,0.0,0.0,253.0,702.0,0.0,0.0,0.3603988603988604
510628,0.0,0.0,799.0,1206.0,0.0,0.0,0.6625207296849088
510629,2.0,26.0,1525.0,2147.0,0.0013114754098360656,9.315323707498836e-4,0.7102934326967862
510630,80.0,302.0,1495.0,3621.0,0.05351170568561873,0.022093344380005524,0.41286937310135324
510631,0.0,0.0,264.0,264.0,0.0,0.0,1.0
510637,29.0,117.0,1323.0,2930.0,0.021919879062736205,0.009897610921501706,0.4515358361774744
510642,234.0,430.0,3901.0,6474.0,0.05998461932837734,0.03614457831325301,0.6025641025641025
510645,0.0,0.0,429.0,631.0,0.0,0.0,0.6798732171156894
510650,518.0,824.0,2151.0,6133.0,0.2408182240818224,0.08446111201695744,0.3507255829121148
510665,0.0,211.0,469.0,723.0,0.0,0.0,0.648686030428769
510670,0.0,0.0,132.0,375.0,0.0,0.0,0.352
510675,532.0,828.0,2126.0,7461.0,0.2502351834430856,0.07130411472992897,0.2849483983380244
510677,0.0,0.0,725.0,1796.0,0.0,0.0,0.4036748329621381
510680,25.0,43.0,382.0,1081.0,0.06544502617801047,0.02312673450508788,0.35337650323774283
510682,0.0,0.0,1294.0,2280.0,0.0,0.0,0.5675438596491228
510685,0.0,0.0,457.0,824.0,0.0,0.0,0.5546116504854369
510700,0.0,226.0,1009.0,3030.0,0.0,0.0,0.333003300330033
510704,953.0,1714.0,5481.0,8684.0,0.1738733807699325,0.1097420543528328,0.6311607554122525
510706,95.0,168.0,1126.0,1973.0,0.08436944937833037,0.0481500253421186,0.570704510897111
510710,107.0,263.0,730.0,2938.0,0.14657534246575343,0.03641933287950987,0.24846834581347857
510715,0.0,0.0,286.0,507.0,0.0,0.0,0.5641025641025641
510718,81.0,128.0,1190.0,1654.0,0.0680672268907563,0.04897218863361548,0.7194679564691656
510719,0.0,0.0,112.0,431.0,0.0,0.0,0.25986078886310904
510720,0.0,0.0,592.0,794.0,0.0,0.0,0.7455919395465995
510724,0.0,0.0,839.0,839.0,0.0,0.0,1.0
510726,0.0,0.0,232.0,455.0,0.0,0.0,0.5098901098901099
510729,0.0,0.0,247.0,599.0,0.0,0.0,0.41235392320534225
510730,114.0,209.0,1360.0,2800.0,0.0838235294117647,0.04071428571428572,0.4857142857142857
510735,0.0,0.0,764.0,1093.0,0.0,0.0,0.6989935956084172
510740,0.0,0.0,384.0,709.0,0.0,0.0,0.5416078984485191
510757,0.0,0.0,466.0,766.0,0.0,0.0,0.608355091383812
510760,3043.0,6908.0,9162.0,29955.0,0.33213272211307576,0.10158571190118511,0.3058587881822734
510770,349.0,539.0,1510.0,2977.0,0.23112582781456953,0.11723211286530064,0.5072220356063151
510774,0.0,0.0,382.0,382.0,0.0,0.0,1.0
510775,0.0,0.0,413.0,744.0,0.0,0.0,0.5551075268817204
510776,0.0,0.0,421.0,421.0,0.0,0.0,1.0
510777,91.0,91.0,740.0,1569.0,0.12297297297297298,0.0579987253027406,0.4716379859783301
510779,0.0,10.0,553.0,686.0,0.0,0.0,0.8061224489795918
510780,0.0,0.0,688.0,3260.0,0.0,0.0,0.21104294478527608
510785,119.0,178.0,852.0,2113.0,0.1396713615023474,0.0563180312352106,0.4032181732134406
510787,178.0,345.0,2342.0,2676.0,0.07600341588385995,0.06651718983557549,0.875186846038864
510788,0.0,0.0,212.0,212.0,0.0,0.0,1.0
510790,2058.0,3560.0,10024.0,19238.0,0.2053072625698324,0.10697577710780747,0.5210520844162595
510792,1046.0,2105.0,9015.0,10978.0,0.11602884082085413,0.09528147203497905,0.8211878302058663
510794,77.0,130.0,897.0,1868.0,0.0858416945373467,0.04122055674518201,0.4801927194860814
510795,957.0,2228.0,6975.0,13219.0,0.13720430107526882,0.07239579393297527,0.5276495952795219
510800,135.0,316.0,1004.0,1549.0,0.1344621513944223,0.08715300193673338,0.6481601032924468
510805,7.0,56.0,1421.0,2237.0,0.0049261083743842365,0.0031291908806437194,0.6352257487706751
510810,0.0,0.0,83.0,433.0,0.0,0.0,0.19168591224018475
510820,0.0,0.0,232.0,612.0,0.0,0.0,0.3790849673202614
510830,0.0,0.0,532.0,844.0,0.0,0.0,0.6303317535545023
510835,0.0,0.0,576.0,801.0,0.0,0.0,0.7191011235955056
510840,5274.0,8217.0,17742.0,42430.0,0.2972607372336828,0.12429884515672873,0.4181475371199623
510850,69.0,112.0,893.0,1830.0,0.07726763717805152,0.03770491803278689,0.48797814207650275
510860,183.0,294.0,2173.0,3926.0,0.08421537045559135,0.046612328069281714,0.5534895568008151
510880,11.0,37.0,607.0,1061.0,0.018121911037891267,0.010367577756833177,0.5721017907634307
510885,0.0,0.0,284.0,435.0,0.0,0.0,0.6528735632183909
510890,0.0,0.0,861.0,1241.0,0.0,0.0,0.693795326349718
510895,19.0,30.0,909.0,1590.0,0.020902090209020903,0.011949685534591196,0.5716981132075472
520005,0.0,0.0,962.0,1225.0,0.0,0.0,0.7853061224489796
520010,184.0,547.0,1090.0,2268.0,0.1688073394495413,0.08112874779541446,0.48059964726631393
520013,369.0,614.0,1821.0,3532.0,0.2026359143327842,0.10447338618346545,0.5155719139297849
520015,0.0,0.0,82.0,415.0,0.0,0.0,0.19759036144578312
520017,0.0,0.0,496.0,924.0,0.0,0.0,0.5367965367965368
520020,0.0,0.0,137.0,352.0,0.0,0.0,0.38920454545454547
520025,1613.0,2488.0,15637.0,28537.0,0.10315277866598452,0.0565231103479693,0.5479552861197743
520030,405.0,547.0,2888.0,4692.0,0.1402354570637119,0.08631713554987212,0.6155157715260017
520050,0.0,0.0,0.0,300.0,NaN,0.0,0.0
520055,0.0,0.0,311.0,623.0,0.0,0.0,0.49919743178170145
520060,258.0,421.0,790.0,1417.0,0.3265822784810127,0.18207480592801695,0.5575158786167961
520080,86.0,187.0,948.0,1871.0,0.09071729957805907,0.04596472474612507,0.5066809192944949
520082,0.0,0.0,468.0,702.0,0.0,0.0,0.6666666666666666
520085,0.0,0.0,340.0,952.0,0.0,0.0,0.35714285714285715
520090,0.0,0.0,40.0,525.0,0.0,0.0,0.0761904761904762
520110,12317.0,18645.0,25928.0,49519.0,0.4750462820117248,0.2487328096286274,0.5235970031705002
520120,0.0,0.0,70.0,138.0,0.0,0.0,0.5072463768115942
520130,211.0,342.0,1280.0,3112.0,0.16484375,0.06780205655526993,0.41131105398457585
520140,13548.0,18203.0,27631.0,73180.0,0.4903188447757953,0.18513254987701558,0.37757584039355013
520145,0.0,0.0,609.0,609.0,0.0,0.0,1.0
520150,0.0,0.0,304.0,573.0,0.0,0.0,0.5305410122164049
520160,0.0,0.0,237.0,697.0,0.0,0.0,0.3400286944045911
520170,21.0,94.0,1501.0,2782.0,0.013990672884743505,0.007548526240115025,0.5395398993529834
520180,0.0,0.0,767.0,1375.0,0.0,0.0,0.5578181818181818
520215,60.0,91.0,472.0,1243.0,0.1271186440677966,0.04827031375703942,0.3797264682220434
520235,0.0,0.0,224.0,503.0,0.0,0.0,0.44532803180914515
520250,42.0,55.0,687.0,1349.0,0.0611353711790393,0.031134173461823574,0.5092661230541141
520260,0.0,0.0,191.0,455.0,0.0,0.0,0.4197802197802198
520280,0.0,0.0,236.0,445.0,0.0,0.0,0.5303370786516854
520310,0.0,0.0,419.0,551.0,0.0,0.0,0.7604355716878403
520320,42.0,62.0,923.0,1352.0,0.04550379198266522,0.03106508875739645,0.6826923076923077
520330,468.0,792.0,1045.0,3578.0,0.4478468899521531,0.13079932923420906,0.29206260480715485
520340,65.0,115.0,354.0,1307.0,0.18361581920903955,0.04973221117061974,0.270849273144606
520350,300.0,490.0,2094.0,3194.0,0.14326647564469913,0.09392611145898559,0.6556042579837195
520355,0.0,0.0,729.0,1271.0,0.0,0.0,0.5735641227380016
520357,0.0,0.0,434.0,703.0,0.0,0.0,0.6173541963015647
520360,0.0,0.0,223.0,488.0,0.0,0.0,0.4569672131147541
520380,31.0,42.0,212.0,1056.0,0.14622641509433962,0.029356060606060608,0.20075757575757575
520390,251.0,340.0,95.0,1375.0,2.642105263157895,0.18254545454545454,0.06909090909090909
520393,0.0,0.0,218.0,397.0,0.0,0.0,0.5491183879093199
520396,0.0,0.0,405.0,721.0,0.0,0.0,0.5617198335644937
520400,9.0,20.0,433.0,1377.0,0.020785219399538105,0.006535947712418301,0.31445170660856936
520410,63.0,66.0,509.0,1308.0,0.1237721021611002,0.0481651376146789,0.38914373088685017
520420,0.0,0.0,0.0,241.0,NaN,0.0,0.0
520425,0.0,46.0,1138.0,1430.0,0.0,0.0,0.7958041958041958
520430,174.0,363.0,1222.0,1620.0,0.14238952536824878,0.10740740740740741,0.754320987654321
520440,177.0,213.0,1042.0,2255.0,0.16986564299424184,0.07849223946784922,0.46208425720620844
520450,1736.0,2928.0,6183.0,11734.0,0.2807698528222546,0.14794613942389637,0.5269302880518152
520455,0.0,0.0,269.0,578.0,0.0,0.0,0.46539792387543255
520460,0.0,0.0,403.0,589.0,0.0,0.0,0.6842105263157895
520465,0.0,0.0,360.0,647.0,0.0,0.0,0.5564142194744977
520470,77.0,94.0,1022.0,1922.0,0.07534246575342465,0.040062434963579606,0.5317377731529657
520480,0.0,0.0,562.0,953.0,0.0,0.0,0.5897166841552991
520485,0.0,0.0,933.0,1137.0,0.0,0.0,0.820580474934037
520490,83.0,100.0,2346.0,3644.0,0.035379369138959935,0.022777167947310648,0.6437980241492866
520495,0.0,0.0,624.0,1188.0,0.0,0.0,0.5252525252525253
520500,51.0,94.0,688.0,1275.0,0.07412790697674419,0.04,0.53960784313725485
520505,0.0,0.0,319.0,611.0,0.0,0.0,0.5220949263502455
520510,3225.0,5527.0,3739.0,12107.0,0.8625300882588928,0.2663748244817048,0.30882960270917653
520520,0.0,0.0,293.0,706.0,0.0,0.0,0.415014164305949
520530,0.0,0.0,1164.0,2432.0,0.0,0.0,0.4786184210526316
520540,1689.0,2653.0,430.0,3359.0,3.927906976744186,0.502828222685323,0.12801428996725217
520545,86.0,134.0,517.0,1228.0,0.16634429400386846,0.07003257328990228,0.4210097719869707
520547,69.0,353.0,1098.0,1167.0,0.06284153005464481,0.05912596401028278,0.9408740359897172
520549,1465.0,2244.0,7226.0,9590.0,0.20274010517575422,0.15276329509906153,0.7534932221063608
520551,141.0,159.0,2537.0,3477.0,0.05557745368545526,0.04055220017256255,0.729651998849583
520552,0.0,0.0,430.0,849.0,0.0,0.0,0.5064782096584217
520570,0.0,0.0,233.0,429.0,0.0,0.0,0.5431235431235432
520580,176.0,232.0,740.0,1563.0,0.23783783783783785,0.1126039667306462,0.473448496481126
520590,0.0,0.0,717.0,1280.0,0.0,0.0,0.56015625
520620,342.0,1795.0,6880.0,8697.0,0.04970930232558139,0.039323904794756816,0.7910773830056341
520630,7.0,7.0,475.0,639.0,0.014736842105263158,0.010954616588419406,0.7433489827856025
520640,416.0,640.0,1256.0,2703.0,0.33121019108280253,0.15390307066222716,0.46466888642249354
520650,0.0,0.0,91.0,569.0,0.0,0.0,0.15992970123022848
520660,0.0,0.0,0.0,398.0,NaN,0.0,0.0
520670,0.0,0.0,193.0,615.0,0.0,0.0,0.31382113821138213
520680,0.0,0.0,107.0,442.0,0.0,0.0,0.2420814479638009
520690,0.0,0.0,94.0,330.0,0.0,0.0,0.28484848484848485
520710,0.0,0.0,52.0,363.0,0.0,0.0,0.14325068870523416
520725,12.0,18.0,689.0,1352.0,0.01741654571843251,0.008875739644970414,0.5096153846153846
520735,0.0,0.0,604.0,699.0,0.0,0.0,0.8640915593705293
520740,131.0,208.0,1064.0,1753.0,0.1231203007518797,0.07472903593839134,0.6069594980034227
520750,0.0,0.0,363.0,622.0,0.0,0.0,0.5836012861736335
520753,0.0,0.0,535.0,1177.0,0.0,0.0,0.45454545454545453
520760,156.0,189.0,208.0,917.0,0.75,0.17011995637949837,0.2268266085059978
520780,45.0,63.0,178.0,1191.0,0.25280898876404495,0.037783375314861464,0.1494542401343409
520790,0.0,0.0,1628.0,1922.0,0.0,0.0,0.8470343392299687
520800,2417.0,4225.0,10525.0,16833.0,0.22964370546318288,0.1435870017228064,0.6252599061367552
520810,0.0,94.0,260.0,823.0,0.0,0.0,0.3159173754556501
520815,0.0,0.0,623.0,623.0,0.0,0.0,1.0
520830,0.0,0.0,796.0,1150.0,0.0,0.0,0.6921739130434783
520840,0.0,0.0,996.0,1871.0,0.0,0.0,0.5323356493853554
520850,0.0,109.0,197.0,712.0,0.0,0.0,0.27668539325842695
520860,1530.0,2225.0,3976.0,9495.0,0.38480885311871227,0.16113744075829384,0.41874670879410214
520870,53400.0,92058.0,80872.0,178759.0,0.660302700563854,0.29872621798063315,0.4524079906466248
520880,176.0,273.0,2858.0,4962.0,0.0615815255423373,0.0354695687222894,0.5759774284562676
520890,744.0,1096.0,741.0,3776.0,1.0040485829959513,0.19703389830508475,0.196239406779661
520910,373.0,590.0,3471.0,5031.0,0.10746182656295016,0.07414032995428345,0.689922480620155
520915,0.0,0.0,375.0,727.0,0.0,0.0,0.515818431911967
520920,111.0,155.0,855.0,2327.0,0.12982456140350876,0.047700902449505804,0.3674258702191663
520929,0.0,0.0,169.0,338.0,0.0,0.0,0.5
520940,0.0,0.0,361.0,801.0,0.0,0.0,0.45068664169787764
